title,genres,profitable,rank
First Knight,Action-Adventure-Drama-Romance,132.0007909090909,3
Airport 1975,Action-Adventure-Drama-Thriller,1466.6666666666665,1
Airport '77,Action-Adventure-Drama-Thriller,400.0,2
The Perfect Storm,Action-Adventure-Drama-Thriller,171.46386416666667,3
Executive Decision,Action-Adventure-Drama-Thriller,121.76221090909092,4
Red Cliff,Action-Adventure-Drama-War,211.29809188334724,1
All the Young Men,Action-Adventure-Drama-War,100.0,2
Spy Kids 2: The Island of Lost Dreams,Action-Adventure-Family-Comedy,215.06146842105264,1
Clash of the Titans,Action-Adventure-Family-Fantasy,173.94885333333335,1
Sinbad and the Eye of the Tiger,Action-Adventure-Family-Fantasy-Science Fiction,357.14285714285717,1
Turbo: A Power Rangers Movie,Action-Adventure-Family-Fantasy-Science Fiction-Thriller,79.79739000000001,1
The Sword and the Sorcerer,Action-Adventure-Fantasy,877.585625,1
Bāhubali 2: The Conclusion,Action-Adventure-Fantasy,790.1526225806451,2
Mojin: The Lost Legend,Action-Adventure-Fantasy,652.1621621621622,3
Aquaman,Action-Adventure-Fantasy,617.830245625,4
Wonder Woman,Action-Adventure-Fantasy,451.57517583892616,5
Spawn,Action-Adventure-Fantasy-Horror-Science Fiction-Thriller,119.600105,1
Thor: Ragnarok,Action-Adventure-Fantasy-Science Fiction,374.43173666666667,1
Doctor Strange,Action-Adventure-Fantasy-Science Fiction,310.72727272727275,2
Man of Steel,Action-Adventure-Fantasy-Science Fiction,235.13134133333335,3
Fantastic Four,Action-Adventure-Fantasy-Science Fiction,233.535934,4
X-Men: Days of Future Past,Action-Adventure-Fantasy-Science Fiction,199.14511,5
Dragonball Evolution,Action-Adventure-Fantasy-Science Fiction-Thriller,94.09486666666666,1
Lara Croft: Tomb Raider - The Cradle of Life,Action-Adventure-Fantasy-Thriller,68.52549684210526,1
The Sovereign's Servant,Action-Adventure-History,80.3030303030303,1
Pompeii,Action-Adventure-History-Romance-Drama,17.831631,1
Resident Evil: Afterlife,Action-Adventure-Horror-Science Fiction,400.38014000000004,1
Hellboy II: The Golden Army,Action-Adventure-Mystery-Fantasy,88.69183882352941,1
Paycheck,Action-Adventure-Mystery-Science Fiction-Thriller,59.045858333333335,1
National Treasure: Book of Secrets,Action-Adventure-Mystery-Thriller,253.26326846153847,1
CIA: Comrade In America,Action-Adventure-Romance,357.14285714285717,1
Adventures of Don Juan,Action-Adventure-Romance,40.02347417840376,2
The Sea Hawk,Action-Adventure-Romance-History,17.647058823529413,1
The Host,Action-Adventure-Romance-Science Fiction-Thriller,43.92545681818182,1
King Kong vs. Godzilla,Action-Adventure-Science Fiction,22400.0,1
Independence Day,Action-Adventure-Science Fiction,989.8678546666666,2
Spider-Man: No Way Home,Action-Adventure-Science Fiction,846.0000000000001,3
Jurassic World: Fallen Kingdom,Action-Adventure-Science Fiction,666.7409323529412,4
Captain Marvel,Action-Adventure-Science Fiction,642.2869013157895,5
Capitán América: Una Loca Guerra Civil,Action-Adventure-Science Fiction-Comedy,19800.0,1
Everything Everywhere All at Once,Action-Adventure-Science Fiction-Comedy,115.46695600000001,2
Spider-Man: Homecoming,Action-Adventure-Science Fiction-Drama,402.952528,1
The Rocketeer,Action-Adventure-Science Fiction-Family,11.200133333333333,1
X-Men: Apocalypse,Action-Adventure-Science Fiction-Fantasy,205.58134101123596,1
Transformers: The Last Knight,Action-Adventure-Science Fiction-Fantasy,178.99776820276497,2
Godzilla vs. Megaguirus,Action-Adventure-Science Fiction-Horror,33.35903614457831,1
Jurassic World,Action-Adventure-Science Fiction-Thriller,1014.475472,1
Star Trek II: The Wrath of Khan,Action-Adventure-Science Fiction-Thriller,706.6666666666666,2
The Day After Tomorrow,Action-Adventure-Science Fiction-Thriller,342.1116568,3
Insurgent,Action-Adventure-Science Fiction-Thriller,336.7967290909091,4
Babylon A.D.,Action-Adventure-Science Fiction-Thriller,3.0122971428571432,5
The Poseidon Adventure,Action-Adventure-Thriller,1591.26236,1
Breakout,Action-Adventure-Thriller,1500.0,2
The Hunt for Red October,Action-Adventure-Thriller,568.3754766666666,3
Commando,Action-Adventure-Thriller,475.0,4
Skyfall,Action-Adventure-Thriller,454.28474950000003,5
Transporter 3,Action-Adventure-Thriller-Crime,263.26516333333336,1
Sudden Death,Action-Adventure-Thriller-Drama,83.85763142857144,1
Dante's Peak,Action-Adventure-Thriller-Drama,53.55841379310344,2
Street Fighter,Action-Adventure-Thriller-Drama-Science Fiction,184.06720285714286,1
Moonraker,Action-Adventure-Thriller-Science Fiction,518.5532323529411,1
Missing in Action,Action-Adventure-Thriller-War,1420.8274,1
First Blood,Action-Adventure-Thriller-War,734.7526933333334,2
Rambo: First Blood Part II,Action-Adventure-Thriller-War,582.7282545454545,3
Rambo III,Action-Adventure-Thriller-War,200.02477936507938,4
The King's Man,Action-Adventure-Thriller-War-Mystery,25.928656,1
The Dirty Dozen,Action-Adventure-War,738.8888888888889,1
300,Action-Adventure-War,550.1698753846154,2
Where Eagles Dare,Action-Adventure-War,172.72727272727272,3
The Legend of Zorro,Action-Adventure-Western,89.86675333333334,1
The Outlaw,Action-Adventure-Western,49.26470588235294,2
The Lone Ranger,Action-Adventure-Western,21.16377441860465,3
Captain Underpants: The First Epic Movie,Action-Animation-Comedy-Family,230.0728447368421,1
Despicable Me 3,Action-Animation-Comedy-Family-Adventure,1189.44073125,1
Batman: The Killing Joke,Action-Animation-Crime-Drama,7.857142857142857,1
Dragon Ball Z: Resurrection 'F',Action-Animation-Science Fiction,1135.3638,1
Mega Man X: The Day of Sigma,Action-Animation-Science Fiction,85.33333333333334,2
Hooper,Action-Comedy,1200.0,1
Comic 8,Action-Comedy,1157.0966346153846,2
The Gods Must Be Crazy,Action-Comedy,1100.0,3
Ride Along,Action-Comedy,1031.982552,4
Stripes,Action-Comedy,753.0,5
Deadpool 2,Action-Comedy-Adventure,614.8778527272727,1
Every Which Way but Loose,Action-Comedy-Adventure-Romance-Drama,1603.9297000000001,1
We Spent 100 Days in a Hardcore Minecraft Apocalypse,Action-Comedy-Adventure-Thriller-Horror,99900.0,1
Tropic Thunder,Action-Comedy-Adventure-War,112.72044673913044,1
Dolemite,Action-Comedy-Crime,9900.0,1
Beverly Hills Cop,Action-Comedy-Crime,2159.7176999999997,2
Hostility,Action-Comedy-Crime,1800.0,3
Action Hero Biju,Action-Comedy-Crime,1466.6666666666665,4
Extreme Job,Action-Comedy-Crime,1435.1256896551724,5
Making Milk,Action-Comedy-Crime-Documentary-Drama-Mystery,1400.0,1
Logan Lucky,Action-Comedy-Crime-Drama,67.08139655172414,1
After the Sunset,Action-Comedy-Crime-Drama,2.2463283333333335,2
The Matador,Action-Comedy-Crime-Drama-Thriller,72.97244,1
Kung Fu Hustle,Action-Comedy-Crime-Fantasy,407.17152,1
The Mexican,Action-Comedy-Crime-Romance,159.37725087719298,1
Bad Boys,Action-Comedy-Crime-Thriller,644.2474947368421,1
Smokin' Aces,Action-Comedy-Crime-Thriller,235.90526470588236,2
RED 2,Action-Comedy-Crime-Thriller,76.30952380952381,3
Jackass Number Two,Action-Comedy-Documentary,561.6246545454546,1
Bajrangi Bhaijaan,Action-Comedy-Drama,1053.8461538461538,1
Tell It to the Marines,Action-Comedy-Drama,188.6836027713626,2
Ala Vaikunthapurramuloo,Action-Comedy-Drama,106.13622857142857,3
Chess,Action-Comedy-Drama,100.0,4
Kaptaan,Action-Comedy-Drama-Family,163.33333333333334,1
Bindaas,Action-Comedy-Drama-Romance,119.80676328502415,1
Love & Basketball,Action-Comedy-Drama-Romance,38.64059,2
Mr. & Mrs. Smith,Action-Comedy-Drama-Thriller,342.98876909090905,1
City Slickers II: The Legend of Curly's Gold,Action-Comedy-Drama-Western,7.5,1
Cop and ½,Action-Comedy-Family,917.5000000000001,1
Paul Blart: Mall Cop 2,Action-Comedy-Family,183.15063684210526,2
The Spy Next Door,Action-Comedy-Family,136.30714285714285,3
Spy Kids,Action-Comedy-Family-Adventure,322.6690857142857,1
Bautista,Action-Comedy-Family-Music,400.0,1
Shazam!,Action-Comedy-Fantasy,357.46457,1
Buffy the Vampire Slayer,Action-Comedy-Horror,137.49222857142857,1
Eight Legged Freaks,Action-Comedy-Horror-Thriller,52.89111,1
Dance Flick,Action-Comedy-Music,25.75656,1
Muppet Treasure Island,Action-Comedy-Music-Family-Adventure-Romance,10.733519354838709,1
Housefull 2,Action-Comedy-Music-Romance,313.3333234517835,1
Annie Get Your Gun,Action-Comedy-Music-Romance-Western,112.27000213596689,1
Central Intelligence,Action-Comedy-Mystery-Crime,333.945086,1
Trapdoor,Action-Comedy-Mystery-Horror,233.33333333333334,1
Hit & Run,Action-Comedy-Romance,620.0,1
Judwaa 2,Action-Comedy-Romance,490.00000000000006,2
Stakeout,Action-Comedy-Romance,353.1034482758621,3
This Means War,Action-Comedy-Romance,141.49931846153848,4
Babu Bangaram,Action-Comedy-Romance,128.57142857142858,5
The Beautiful Blonde from Bashful Bend,Action-Comedy-Romance-Western,31.797445255474454,1
Death Race 2000,Action-Comedy-Science Fiction,2566.666666666667,1
Pixels,Action-Comedy-Science Fiction,356.53365681818184,2
Men in Black 3,Action-Comedy-Science Fiction,177.34523377777776,3
Iron Sky,Action-Comedy-Science Fiction,34.795453333333334,4
Crazy Man,Action-Comedy-Thriller,900.0,1
Get Smart,Action-Comedy-Thriller,188.35681625,2
Machete,Action-Comedy-Thriller,120.46658,3
"Blood, Guts, Bullets and Octane",Action-Comedy-Thriller,87.31506849315068,4
The Last Godfather,Action-Comedy-Thriller,24.62686567164179,5
The Guard,Action-Comedy-Thriller-Crime,226.00456666666668,1
Taxi,Action-Comedy-Thriller-Crime,185.020012,2
Turner & Hooch,Action-Comedy-Thriller-Crime-Family,446.7685769230769,1
Confidence,Action-Comedy-Thriller-Crime-Mystery,53.428039999999996,1
Mo' Money,Action-Comedy-Thriller-Crime-Romance,136.62944705882353,1
Skiptrace,Action-Comedy-Thriller-Mystery,82.8125,1
Grosse Pointe Blank,Action-Comedy-Thriller-Romance,107.13607999999999,1
Killers,Action-Comedy-Thriller-Romance,30.879950666666666,2
Hot Shots!,Action-Comedy-War,596.5237076923077,1
Hot Shots! Part Deux,Action-Comedy-War,435.0113,2
Railroad Tigers,Action-Comedy-War,104.41035000000001,3
Three Kings,Action-Comedy-War,44.0,4
The Way of the Dragon,Action-Crime,20669.23076923077,1
Shool,Action-Crime,1283.8709677419354,2
Baby Driver,Action-Crime,1134.9711,3
Ram Jaane,Action-Crime,607.6923076923076,4
Kill Bill: Vol. 1,Action-Crime,503.0202533333333,5
American Made,Action-Crime-Comedy,167.02371,1
The Green Hornet,Action-Crime-Comedy,89.84770666666667,2
Street Hoopz,Action-Crime-Drama,1028.0,1
Colors,Action-Crime-Drama,676.93445,2
Kabali,Action-Crime-Drama,591.4438502673796,3
Company,Action-Crime-Drama,300.0,4
Udta Punjab,Action-Crime-Drama,298.3277591973244,5
Shootout at Wadala,Action-Crime-Drama-History,59.42028985507246,1
Shootout at Lokhandwala,Action-Crime-Drama-History,9.090909090909092,2
Patriots Day,Action-Crime-Drama-History-Thriller,12.329226666666667,1
Unbound,Action-Crime-Drama-Thriller,78450.0,1
Gone in 60 Seconds,Action-Crime-Drama-Thriller,3900.0,2
Revenge of the Ninja,Action-Crime-Drama-Thriller,1781.1467142857143,3
Dhoom,Action-Crime-Drama-Thriller,700.0,4
Bullitt,Action-Crime-Drama-Thriller,669.1067818181818,5
Armored,Action-Crime-Drama-Thriller-Mystery,14.711105,1
Batman Forever,Action-Crime-Fantasy,236.529144,1
Chasing the Dragon,Action-Crime-History,367.4833129171771,1
The Attacks Of 26/11,Action-Crime-History-Thriller,890.9090909090909,1
Chinthamani Kolacase,Action-Crime-Mystery,257.14285714285717,1
The Great Father,Action-Crime-Mystery,4.25531914893617,2
Face/Off,Action-Crime-Science Fiction-Thriller,207.0951825,1
The French Connection,Action-Crime-Thriller,2186.597611111111,1
Police Story 3: Super Cop,Action-Crime-Thriller,2175.935888888889,2
The Getaway,Action-Crime-Thriller,995.8184851147914,3
El Mariachi,Action-Crime-Thriller,827.6909090909091,4
Dirty Harry,Action-Crime-Thriller,799.4,5
F9,Action-Crime-Thriller-Adventure,263.1147505,1
The Invincible Dragon,Action-Crime-Thriller-Comedy,954.5013949358568,1
Initial D,Action-Crime-Thriller-Drama,358.1020012911556,1
Assault on Precinct 13,Action-Crime-Thriller-Drama,17.648233333333334,2
Snakes on a Plane,Action-Crime-Thriller-Horror,87.94549696969696,1
The Score,Action-Crime-Thriller-Mystery,67.02929117647058,1
Legends: The Five Greatest Fighters from Pride FC (Fedor Emelianenko),Action-Documentary,6900.0,1
Women Of Warriors VI,Action-Drama,16978.277634961443,1
Vanishing Point,Action-Drama,5458.946615384615,2
Bloodsport,Action-Drama,4233.333333333334,3
Girl Fight Queens Of Combat,Action-Drama,3915.8698777857658,4
Oz Academy,Action-Drama,3307.997390737117,5
Top Gun,Action-Drama-Adventure,2278.8706733333333,1
Gladiator,Action-Drama-Adventure,351.8069669902913,2
Baywatch: Hawaiian Wedding,Action-Drama-Adventure-TV Movie,2372.7272727272725,1
One 2 Ka 4,Action-Drama-Comedy,13.461538461538462,1
Sweet Sweetback's Baadasssss Song,Action-Drama-Crime,10033.333333333332,1
STREET CODE,Action-Drama-Crime,756.0,2
Temper,Action-Drama-Crime,229.62962962962962,3
Dead Presidents,Action-Drama-Crime,141.47179,4
Pudhupettai,Action-Drama-Crime,47.05882352941176,5
Maalik,Action-Drama-Crime-Thriller,171.42857142857142,1
WWE Diva Diaries,Action-Drama-Documentary-History,54.70816233470133,1
The Next Karate Kid,Action-Drama-Family-Adventure,32.30294166666667,1
WWE Money in the Bank 2019,Action-Drama-Family-Thriller,7694.293812199436,1
Goemon,Action-Drama-Fantasy,77.77777777777779,1
Curse of the Golden Flower,Action-Drama-Fantasy,74.59772666666666,2
Mary Kom,Action-Drama-History,6834.127182490091,1
Shaolin Heroes,Action-Drama-History,6466.666666666667,2
The Grandmaster,Action-Drama-History,1560.019067357513,3
Ben-Hur,Action-Drama-History,993.3333333333334,4
A Taxi Driver,Action-Drama-History,539.0635573075049,5
Virginia City,Action-Drama-History-Romance-Western,101.23553859202714,1
Zulu,Action-Drama-History-War,365.1162790697674,1
Braveheart,Action-Drama-History-War,196.13363333333334,2
Defiance,Action-Drama-History-War,59.860059375,3
Red Cliff Part II,Action-Drama-History-War,51.324031250000004,4
World War Z,Action-Drama-Horror-Science Fiction-Thriller,165.9325,1
Once Upon a Time in Mexico,Action-Drama-Mystery,238.57097241379313,1
Revenge,Action-Drama-Mystery,86.19833333333334,2
The Bourne Ultimatum,Action-Drama-Mystery-Thriller,532.6059114285714,1
The Bourne Identity,Action-Drama-Mystery-Thriller,256.72370666666666,2
Eraser,Action-Drama-Mystery-Thriller,142.295562,3
Conspiracy Theory,Action-Drama-Mystery-Thriller,82.64377866666666,4
Shooter,Action-Drama-Mystery-Thriller-Crime,56.88032131147541,1
Bellflower,Action-Drama-Romance,495.50588235294117,1
Rangbaaz,Action-Drama-Romance,196.52173913043478,2
Anthony Adverse,Action-Drama-Romance,130.70469798657717,3
Lafangey Parindey,Action-Drama-Romance,11.11111111111111,4
"Lust, Caution",Action-Drama-Romance-Thriller,347.2794333333333,1
Fanaa,Action-Drama-Romance-Thriller,318.41335849056605,2
The Lucky Man,Action-Drama-Science Fiction,4600.0,1
Logan,Action-Drama-Science Fiction,538.1664288659794,2
Deep Impact,Action-Drama-Science Fiction,365.9528853333333,3
Godzilla,Action-Drama-Science Fiction,230.67254312499998,4
Outbreak,Action-Drama-Science Fiction-Thriller,279.71912,1
Earthquake,Action-Drama-Thriller,1038.095042857143,1
The Age of Shadows,Action-Drama-Thriller,905.3103326403326,2
Airport,Action-Drama-Thriller,904.89151,3
The Towering Inferno,Action-Drama-Thriller,728.5714285714286,4
Ugramm,Action-Drama-Thriller,649.9999113718748,5
In the Line of Fire,Action-Drama-Thriller-Crime-Mystery,342.49291999999997,1
Apocalypto,Action-Drama-Thriller-History,201.6358425,1
Nowhere to Run,Action-Drama-Thriller-Romance,326.6666666666667,1
Behind Enemy Lines,Action-Drama-Thriller-War,129.383005,1
The Born Losers,Action-Drama-Thriller-Western,9900.0,1
The Queen,Action-Drama-War,900.0,1
Letters from Iwo Jima,Action-Drama-War,261.43804210526315,2
300: Rise of an Empire,Action-Drama-War,206.89095545454546,3
RRR,Action-Drama-War,113.33333333333333,4
The King's Choice,Action-Drama-War,21.333333333333336,5
Allied,Action-Drama-War-Romance-Thriller,81.22358352941177,1
TIẾNG GỌI NƠI HOANG DÃ,Action-Family,200.0,1
The Karate Kid,Action-Family-Drama,1530.534825,1
Narasimham,Action-Family-Thriller,1973.913043478261,1
Bidhatar Lekha,Action-Family-Thriller-Drama,23.4110823151919,1
Concealed Carry,Action-Family-War,1550.0,1
Mortal Kombat,Action-Fantasy,578.8662222222223,1
Batman Returns,Action-Fantasy,250.0,2
League of Gods,Action-Fantasy,13.94736842105263,3
Mortal Kombat,Action-Fantasy-Adventure,318.005065,1
Ghostbusters,Action-Fantasy-Comedy,59.13021458333333,1
Sonic the Hedgehog 2,Action-Fantasy-Comedy-Family-Adventure-Science Fiction,240.9090909090909,1
Abraham Lincoln: Vampire Hunter,Action-Fantasy-Horror,68.79939130434782,1
Vampires,Action-Fantasy-Horror,1.54386,2
End of Days,Action-Fantasy-Horror-Mystery,111.98904300000001,1
Parallel Heroes,Action-Fantasy-Science Fiction,7721.428571428571,1
Daybreakers,Action-Fantasy-Science Fiction,157.08232,2
Godzilla vs. Kong,Action-Fantasy-Science Fiction,133.9315665,3
Mortal Kombat: Annihilation,Action-Fantasy-Science Fiction,71.25620333333333,4
Elektra,Action-Fantasy-Science Fiction,31.81759534883721,5
Pacific Rim: Uprising,Action-Fantasy-Science Fiction-Adventure,93.37419799999999,1
Candi Wars: The Force Awakens,Action-Fantasy-Science Fiction-Animation,28.199999999999996,1
Ghost Rider: Spirit of Vengeance,Action-Fantasy-Thriller,132.56829824561402,1
The Crow: City of Angels,Action-Fantasy-Thriller,37.82528461538461,2
Sucker Punch,Action-Fantasy-Thriller,9.503051219512196,3
Assembly,Action-History,117.41850000000001,1
The Pirates,Action-History-Adventure-Drama-Fantasy,395.3846153846154,1
The Battleship Island,Action-History-Drama,239.84174285714283,1
Ip Man 2,Action-History-Drama,179.0090126886324,2
Black Hawk Down,Action-History-War,88.03222934782609,1
We Were Soldiers,Action-History-War,52.88104533333333,2
Dawn of the Dead,Action-Horror,293.3796615384615,1
Zombie Brigade,Action-Horror-Comedy,50.0,1
The Hitcher,Action-Horror-Crime-Thriller,153.99945,1
Blade: Trinity,Action-Horror-Fantasy,98.31594769230769,1
Resident Evil: The Final Chapter,Action-Horror-Science Fiction,680.6065649999999,1
Resident Evil: Retribution,Action-Horror-Science Fiction,269.4757769230769,2
Deep Blue Sea,Action-Horror-Science Fiction,174.41357,3
Silent Rage,Action-Horror-Science Fiction,133.33333333333331,4
Planet of the Sharks,Action-Horror-Science Fiction,20.0,5
Phantasm II,Action-Horror-Science Fiction-Thriller,142.7617,1
The Purge: Election Year,Action-Horror-Thriller,1085.8788,1
Train to Busan,Action-Horror-Thriller,929.9708,2
Peninsula,Action-Horror-Thriller,133.2769,3
"#Alive",Action-Horror-Thriller,112.95690476190477,4
Block Z,Action-Horror-Thriller,19.32035458416737,5
DeepStar Six,Action-Horror-Thriller-Science Fiction,1.7903125,1
Associates,Action-Mystery,233.33333333333334,1
Detective Byomkesh Bakshy!,Action-Mystery-Drama,3.9215686274509802,1
The Witch: Part 1. The Subversion,Action-Mystery-Fantasy,342.55094545454546,1
Watchmen,Action-Mystery-Science Fiction,42.50691,1
The Maze Runner,Action-Mystery-Science Fiction-Thriller,924.4701794117648,1
Knowing,Action-Mystery-Science Fiction-Thriller,210.892724,2
Unknown,Action-Mystery-Thriller,335.95465666666666,1
Salt,Action-Mystery-Thriller,166.66279363636363,2
Murphy's Law,Action-Mystery-Thriller,65.79384999999999,3
Nabab Nandini,Action-Romance,155.3191489361702,1
The Last: Naruto the Movie,Action-Romance-Animation,3100.0,1
Ayan,Action-Romance-Comedy,457.113582150576,1
Kick,Action-Romance-Comedy-Crime,150.0,1
Choorian,Action-Romance-Crime,5305.405405405406,1
Aap Mujhe Achche Lagne Lage,Action-Romance-Drama,712.5,1
Tadakha,Action-Romance-Family,23.809523809523807,1
Ghajini,Action-Romance-Thriller,735.1648351648352,1
Ek Tha Tiger,Action-Romance-Thriller,325.0,2
Parwaaz Hai Junoon,Action-Romance-War,779.2498331137308,1
Lucy,Action-Science Fiction,1047.159,1
Godzilla vs. Hedorah,Action-Science Fiction,1007.3600000000001,2
The Matrix,Action-Science Fiction,635.7418777777779,3
Conquest of the Planet of the Apes,Action-Science Fiction,470.5882352941177,4
Battle for the Planet of the Apes,Action-Science Fiction,420.27029411764704,5
Transformers: Dark of the Moon,Action-Science Fiction-Adventure,476.30465589743596,1
Inception,Action-Science Fiction-Adventure,415.9579775,2
Guardians of the Galaxy,Action-Science Fiction-Adventure,354.57447058823533,3
Iron Man,Action-Science Fiction-Adventure,317.98158714285717,4
The Humanity Bureau,Action-Science Fiction-Adventure,192.40288333333334,5
Journey to the Center of the Earth,Action-Science Fiction-Adventure-Comedy-Family,126.00457777777778,1
The Wolverine,Action-Science Fiction-Adventure-Fantasy,246.20056083333336,1
